NA_index,news_articles,news_titles,news_ids
57,"Nederland heeft samengewerkt met een organisatie die wordt onderzocht in het corruptieschandaal in het Europees Parlement. Dat bevestigt het ministerie van Buitenlandse Zaken na berichtgeving van NRC. De samenwerking is inmiddels opgeschort.De Nederlandse ambassade in Afghanistan heeft vorig jaar met No Peace Without Justice samengewerkt op het gebied van mensenrechten en het maatschappelijk middenveld in dat land, bevestigt het ministerie. Daar was 500.000 euro mee gemoeid.Wat precies met dat geld is gedaan, wil het ministerie niet zeggen omdat daardoor mensen in Afghanistan in een ""kwetsbare situatie"" terecht zouden kunnen komen. Volgens Buitenlandse Zaken heeft de organisatie wel geleverd wat beloofd was. Toch is de samenwerking vanwege het corruptieonderzoek in het Europees Parlement in december opgeschort.No Peace Without Justice is de organisatie van Niccolò Figà-Talamanca. Hij is een van de verdachten in het corruptieonderzoek.",Nederland werkte met ngo die wordt onderzocht wegens corruptie,30a0ee51f01e20deca0200e0d4ee52a3
58,"De rechtbank in Amsterdam behandelt vrijdag de strafzaak tegen Quincy Promes. De 31-jarige profvoetballer zou in de nacht van 24 op 25 juli 2020 op een feest in Abcoude zijn neef in zijn knie hebben gestoken. Het Openbaar Ministerie verdenkt hem van poging moord of doodslag.Bij het steekincident heeft het slachtoffer ernstig letsel opgelopen. De neef deed in november 2020 aangifte. Promes speelde op dat moment voor Ajax. Begin 2021 jaar verhuisde hij naar de Russische club Spartak Moskou, waar hij nog steeds voetbalt. Hij blijft in Rusland en woont zijn strafzaak niet bij, zegt zijn advocaat Robert Malewicz.Promes werd op zondag 13 december 2020 door de politie aangehouden op verdenking van betrokkenheid bij de steekpartij. Na twee nachten in een politiecel en een verhoor mocht hij van de officier van justitie weer naar huis.Het OM vervolgde Promes aanvankelijk voor een poging tot doodslag, dan wel zware mishandeling. Later is de aanklacht verzwaard tot een poging tot moord, tot tevredenheid van de advocaat van het slachtoffer die daarop had aangedrongen. Voor een poging tot moord, waarbij sprake is van voorbedachte raad, gelden zwaardere straffen dan bij een poging tot doodslag. De verzwaarde aanklacht wil overigens niet zeggen dat de officier van justitie genoeg bewijzen ziet voor de poging tot moord. De officier maakt op de zitting een definitief standpunt bekend.Los van deze zaak wordt Promes ook in verband gebracht met drugssmokkel, waarvoor zijn telefoon zou zijn afgeluisterd. Tijdens de tapgesprekken zou hij hebben gesproken over de steekpartij. Zijn naam viel onlangs nog in een Rotterdamse strafzaak tegen drugsbaron Piet W., die hij 250.000 euro zou hebben betaald voor een geripte partij cocaïne. De advocaat van Promes noemde dat onzin.Een civiele rechter van de rechtbank in Amsterdam bepaalde eerder dat Promes zijn neef een schadevergoeding moet betalen. Tegen die uitspraak werd hoger beroep ingesteld. Dat hoger beroep loopt nog.",Rechtbank behandelt mishandelingszaak Quincy Promes,75c97cd8c02869ba0813b88d0b9c3370
59,"Lidl moet van de Nederlandse Arbeidsinspectie maatregelen nemen voor het aanpakken van de werkdruk bij de supermarktketen. Na klachten van vakbond FNV heeft de inspectie een overtreding geconstateerd bij Lidl. Volgens de vakbond dreigt een boete voor Lidl als de super geen actie onderneemt om de overtreding op te heffen.FNV klaagt al jaren over de werkdruk bij Lidl, maar de keten zou daar telkens maar niets aan willen doen. ""Sterker nog, ze reageren niet eens"", zegt FNV-bestuurder Fatma Bugdayci. ""Wij hebben bij de directie talloze rapporten, onderzoeken en enquêtes op tafel gelegd, waaruit blijkt dat er sprake is van onacceptabel hoge werkdruk, mensen ervaren hierdoor grote werkstress.""De vakbondsvrouw stelt dat de werkdruk bij Lidl volgens onderzoek van FNV veel hoger ligt dan het landelijk gemiddelde. Sommige werknemers zouden na het uitklokken ook gratis doorwerken om hun werk af te krijgen. Het probleem zou hem vooral zitten in de manier waarop het winkelpersoneel wordt ingezet. Ook voldeed Lidl volgens een eerdere melding van de vakbond niet aan de wettelijke verplichting als het gaat om de Risico Inventarisatie en Evaluatie (RI&amp;E).Bugdayci vindt het goed nieuws dat de Arbeidsinspectie Lidl nu een ""fikse tik op de vingers"" heeft gegeven. ""Lidl moet nu echt wat gaan doen aan de ongezonde werkdruk waar heel veel medewerkers last van hebben."" Lidl was vrijdagochtend zelf niet bereikbaar voor commentaar. De keten telt zo'n 440 winkels in Nederland en er werken rond de 20.000 mensen.",Lidl moet van Arbeidsinspectie maatregelen nemen vanwege werkdruk,b950a45f2c73fa64a55a22aecd3791ab
60,"De twee grote postcovid-poliklinieken in Amsterdam en Rotterdam hebben de deuren gesloten voor nieuwe patiënten. Coronapatiënten met langdurige, ernstige klachten konden daar terecht bij medisch specialisten. Te lage vergoedingen nopen de ziekenhuizen tot een pas op de plaats, schrijft de Volkskrant.De polikliniek in het Rotterdamse ­Erasmus MC heeft onlangs besloten tot een voorlopige patiëntenstop. In het Amsterdam UMC is nog maar één van de vier poliklinieken over. Het Radboud UMC heeft de poli vorige zomer al gesloten. Postcovidpatiënten krijgen nu een persoonlijk begeleider, hun zorgverleners worden eventueel ondersteund door het ziekenhuis.Voor de grote groep met ernstige en aanhoudende problemen is die begeleiding op afstand onvoldoende, zegt medisch adviseur Alfons Olde Loohuis van C-support, de organisatie die patiënten met langdurige coronaklachten ondersteunt. Het is onduidelijk hoeveel patiënten nog altijd kampen met de nasleep van corona. Bij C-support zijn 22.000 patiënten aangesloten.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Poliklinieken moeten patiënten met postcovid weigeren,9580f13d8c66fd54c5cec7ca1c3ec371
61,"De rechtbank in Amsterdam behandelt vrijdag de strafzaak tegen Quincy Promes. De 31-jarige profvoetballer zou in de nacht van 24 op 25 juli 2020 op een feest in Abcoude zijn neef in zijn knie hebben gestoken. Het Openbaar Ministerie verdenkt hem van poging moord of doodslag.Bij het steekincident heeft het slachtoffer ernstig letsel opgelopen. De neef deed in november 2020 aangifte. Promes speelde op dat moment voor Ajax. Begin 2021 jaar verhuisde hij naar de Russische club Spartak Moskou, waar hij nog steeds voetbalt. Hij blijft in Rusland en woont zijn strafzaak niet bij, zegt zijn advocaat Robert Malewicz.Promes werd op zondag 13 december 2020 door de politie aangehouden op verdenking van betrokkenheid bij de steekpartij. Na twee nachten in een politiecel en een verhoor mocht hij van de officier van justitie weer naar huis.Het OM vervolgde Promes aanvankelijk voor een poging tot doodslag, dan wel zware mishandeling. Later is de aanklacht verzwaard tot een poging tot moord, tot tevredenheid van de advocaat van het slachtoffer die daarop had aangedrongen. Voor een poging tot moord, waarbij sprake is van voorbedachte raad, gelden zwaardere straffen dan bij een poging tot doodslag. De verzwaarde aanklacht wil overigens niet zeggen dat de officier van justitie genoeg bewijzen ziet voor de poging tot moord. De officier maakt op de zitting een definitief standpunt bekend.Los van deze zaak wordt Promes ook in verband gebracht met drugssmokkel, waarvoor zijn telefoon zou zijn afgeluisterd. Tijdens de tapgesprekken zou hij hebben gesproken over de steekpartij. Zijn naam viel onlangs nog in een Rotterdamse strafzaak tegen drugsbaron Piet W., die hij 250.000 euro zou hebben betaald voor een geripte partij cocaïne. De advocaat van Promes noemde dat onzin.Een civiele rechter van de rechtbank in Amsterdam bepaalde eerder dat Promes zijn neef een schadevergoeding moet betalen. Tegen die uitspraak werd hoger beroep ingesteld. Dat hoger beroep loopt nog.",Rechtbank behandelt mishandelingszaak Quincy Promes,75c97cd8c02869ba0813b88d0b9c3370
62,"Van de landelijke partijen die meedoen aan de Provinciale Statenverkiezingen is BBB met afstand het meest geworteld in de dorpen. Uit een analyse van de NOS van alle kandidatenlijsten blijkt dat de helft van de kandidaten woont in een dorp met minder dan 5000 inwoners. Slechts 13 procent van de BBB-kandidaten komt uit een grote stad met meer dan 50.000 inwoners. Concurrent CDA blijkt aanzienlijk minder verbonden met het platteland: 36 procent komt uit een klein dorp, 21 procent uit de grote stad.De partij met de meest 'stadse' kandidaten is Denk: 84 procent woont in een stad met meer dan 50.000 inwoners, slechts één kandidaat komt uit een klein dorp. Ook de Partij voor de Dieren en Volt zijn sterk stadsgebonden, met respectievelijk 60 en 59 procent kandidaten uit een grote stad. D66, dat vaak verweten wordt de Randstad-elite te vertegenwoordigen, kent met 37 procent relatief weinig kandidaten uit grote steden.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl","MEDIAWATCH: BBB is de meest dorpse partij, Denk juist niet",67024d3bc66ab43892aba4993a5bb390
63,"Lidl moet van de Nederlandse Arbeidsinspectie maatregelen nemen voor het aanpakken van de werkdruk bij de supermarktketen. Na klachten van vakbond FNV heeft de inspectie een overtreding geconstateerd bij Lidl. Volgens de vakbond dreigt een boete voor Lidl als de super geen actie onderneemt om de overtreding op te heffen.FNV klaagt al jaren over de werkdruk bij Lidl, maar de keten zou daar telkens maar niets aan willen doen. ""Sterker nog, ze reageren niet eens"", zegt FNV-bestuurder Fatma Bugdayci. ""Wij hebben bij de directie talloze rapporten, onderzoeken en enquêtes op tafel gelegd, waaruit blijkt dat er sprake is van onacceptabel hoge werkdruk, mensen ervaren hierdoor grote werkstress.""De vakbondsvrouw stelt dat de werkdruk bij Lidl volgens onderzoek van FNV veel hoger ligt dan het landelijk gemiddelde. Sommige werknemers zouden na het uitklokken ook gratis doorwerken om hun werk af te krijgen. Het probleem zou hem vooral zitten in de manier waarop het winkelpersoneel wordt ingezet. Ook voldeed Lidl volgens een eerdere melding van de vakbond niet aan de wettelijke verplichting als het gaat om de Risico Inventarisatie en Evaluatie (RI&amp;E).Bugdayci vindt het goed nieuws dat de Arbeidsinspectie Lidl nu een ""fikse tik op de vingers"" heeft gegeven. ""Lidl moet nu echt wat gaan doen aan de ongezonde werkdruk waar heel veel medewerkers last van hebben."" Lidl was vrijdagochtend zelf niet bereikbaar voor commentaar. De keten telt zo'n 440 winkels in Nederland en er werken rond de 20.000 mensen.",Lidl moet van Arbeidsinspectie maatregelen nemen vanwege werkdruk,b950a45f2c73fa64a55a22aecd3791ab
64,"De twee grote postcovid-poliklinieken in Amsterdam en Rotterdam hebben de deuren gesloten voor nieuwe patiënten. Coronapatiënten met langdurige, ernstige klachten konden daar terecht bij medisch specialisten. Te lage vergoedingen nopen de ziekenhuizen tot een pas op de plaats, schrijft de Volkskrant.De polikliniek in het Rotterdamse ­Erasmus MC heeft onlangs besloten tot een voorlopige patiëntenstop. In het Amsterdam UMC is nog maar één van de vier poliklinieken over. Het Radboud UMC heeft de poli vorige zomer al gesloten. Postcovidpatiënten krijgen nu een persoonlijk begeleider, hun zorgverleners worden eventueel ondersteund door het ziekenhuis.Voor de grote groep met ernstige en aanhoudende problemen is die begeleiding op afstand onvoldoende, zegt medisch adviseur Alfons Olde Loohuis van C-support, de organisatie die patiënten met langdurige coronaklachten ondersteunt. Het is onduidelijk hoeveel patiënten nog altijd kampen met de nasleep van corona. Bij C-support zijn 22.000 patiënten aangesloten.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Poliklinieken moeten patiënten met postcovid weigeren,9580f13d8c66fd54c5cec7ca1c3ec371
65,"Bijna 13,3 miljoen mensen mogen stemmen bij de komende Provinciale Statenverkiezingen op 15 maart, zo meldt het Centraal Bureau voor de Statistiek (CBS) op basis van zijn voorlopige cijfers. Onder de kiesgerechtigden zijn 800.000 jongeren die voor het eerst voor de Provinciale Staten stemmen.In de afgelopen twintig jaar is de kiesgerechtigde bevolking ouder geworden. Dit jaar is bijna 27 procent 65 jaar of ouder, in 2003 ging dat om ruim 18 procent. In de gemeente Laren (Noord-Holland) is het aantal kiesgerechtigden van 65 jaar oud of ouder het grootst, namelijk 40,7 procent.Een kwart van de mensen die mogen stemmen is jonger dan 35. ""Deze jonge stemmers wonen relatief vaak in steden, en dan vooral in studentensteden. Andere gemeenten met een jonge kiesgerechtigde bevolking zijn Urk (37,3 procent), Renswoude (29,7 procent) en Staphorst (29,5 procent). De provincies Groningen en Utrecht tellen naar verhouding de meeste jonge kiesgerechtigden"", aldus het CBS.Van de 18-plussers is 91,6 procent kiesgerechtigd voor de komende Provinciale Statenverkiezingen. In 2019 ging dat nog om 93,3 procent. Dat komt volgens het CBS omdat er in de afgelopen jaren meer mensen zijn bijgekomen die (nog) geen Nederlandse nationaliteit hebben.Inwoners van Caribisch Nederland en Nederlanders die in het buitenland wonen stemmen ook, via zogenoemde kiescolleges. Op Bonaire zijn er volgens het CBS 14.600 kiesgerechtigden, op Sint Eustatius 1900 en op Saba 900.Noot voor de redactie, niet voor publicatie:Ga voor een interactieve graphic naar https://t.localfocus.nl/anp/?1ec5c3f. De graphic is opgemaakt in uw huisstijl en in formats voor print en online. De graphic wordt aangeboden aan klanten van de graphicsdienst van het ANP en LocalFocus.",Ruim 13 miljoen mensen mogen stemmen voor Provinciale Staten,30271be95d3b864756fdd17dddb15fe7
66,"85 procent van de bedrijfsartsen ziet mensen met klachten die veroorzaakt worden door het werken in de nacht, zoals slaapproblemen en vermoeidheid. Dat blijkt uit een enquête van Pointer (KRO-NCRV) en de Nederlandse Vereniging voor Arbeids- en Bedrijfsgeneeskunde (NVAB) onder 213 bedrijfsartsen die te maken hebben met nachtwerk.Minister Van Gennip laat weten het ondanks deze cijfers niet haar taak te vinden om nachtwerk verder te beperken. Dit is volgens haar de verantwoordelijkheid van bedrijven. Maar volgens bedrijfsartsen nemen bedrijven juist te weinig verantwoordelijkheid. Slechts 1 op de 5 ondervraagde bedrijfsartsen vindt dat bedrijven voldoende doen om gezondheidsklachten door nachtwerk te voorkomen. Uit wetenschappelijk onderzoek blijkt dat nachtwerkers een hoger risico hebben op slaapproblemen, hart- en vaatziekten en diabetes type 2.In 2017 adviseerde de Gezondheidsraad de minister van Sociale Zaken en Werkgelegenheid daarom om ‘nachtwerk waar mogelijk te beperken’. Maar volgens bedrijfsartsen gebeurt dit nog altijd onvoldoende. In Nederland werken 1,3 miljoen mensen soms of regelmatig in de nacht, met name in de zorg, transport en opslag, horeca en industrie.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: 85 procent bedrijfsartsen ziet gezondheidsklachten door nachtwerk,84d52f942c5496309e88f9e7e3b9926b
