NA_index,news_articles,cl_rm_i,cl_rm_str,cl_feit_ls,cl_vloe_ls,cl_rele_ls,cl_spre_ls
8,"De Tweede Kamer heeft zoals verwacht met een brede meerderheid gestemd voor een nieuwe pensioenwet. Op de laatste vergaderdag voor de winterstop stemden de coalitiepartijen voor, PvdA en GroenLinks besloten de wet het ""voordeel van de twijfel"" te geven, en ook SGP en Volt steunden het voorstel.  Daarmee is de wet die het nieuwe pensioenstelsel mogelijk maakt, een stap dichterbij. De wetsbehandeling in aanloop naar de stemming was ongebruikelijk. De Kamer sprak tientallen uren over de technisch zeer ingewikkelde wet. Dinsdag stemde de Kamer in met een aantal belangrijke aanpassingsvoorstellen. Kamerleden stemden donderdag dus hoofdelijk over een vertimmerde wet.  Het voorstel legt de basis voor een van de grootste sociale verbouwingen in de afgelopen tijd. Het pensioenvermogen (tussen de 1400 en 1500 miljard) gaat van een collectieve pot naar grotendeels individuele potjes. De overstap naar deze nieuwe manier van pensioen opbouwen kost mogelijk tientallen miljarden, en hoe het nieuwe stelsel precies uitpakt voor specifieke fondsen is nog niet helemaal duidelijk.  Wel is er overeenstemming dat het oude pensioenstelsel niet meer van deze tijd is. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. Hoewel er grotere risico's aan verbonden zitten, leidt het nieuwe stelsel volgens De Nederlandsche Bank in veel scenario's sneller tot een hoger pensioen.  Steun van partijen buiten de coalitie is belangrijk, omdat pensioenminister Carola Schouten de wet nu moet verdedigen in de Eerste Kamer. Daar hebben de coalitiepartijen geen meerderheid. Het kabinet hoopt de wet snel te kunnen behandelen in de senaat, omdat deze na de Eerste Kamerverkiezingen in mei van samenstelling zal veranderen. De vrees is dat de (midden-)partijen die de nieuwe wet steunen, zetels verliezen.  Invoering van de wet is al meerdere keren aangepast, maar is nu voorzien voor 1 juli 2023. Pensioenfondsen hebben dan tot 1 januari 2027 om over te stappen naar het nieuwe stelsel. ",cl_rm_2,"De Tweede Kamer heeft de pensioenwet aangenomen. De wet legt de basis voor een nieuw pensioenstelsel. Het oude stelsel wordt flexibeler en individueler. De pensioenpot, nu collectief, wordt persoonlijk. De overgang kost miljarden en het effect is onduidelijk. Toch vinden de meeste partijen deze hervorming noodzakelijk. De wet gaat 1 juli 2023 in, fondsen hebben tot 2027 om over te stappen.","[90, 80, 85, 90, 85]","[65, 55, 80, 85, 60]","[90, 65, 90, 70, 90]","[80, 79, 40, 85, 70]"
8,"De Tweede Kamer heeft zoals verwacht met een brede meerderheid gestemd voor een nieuwe pensioenwet. Op de laatste vergaderdag voor de winterstop stemden de coalitiepartijen voor, PvdA en GroenLinks besloten de wet het ""voordeel van de twijfel"" te geven, en ook SGP en Volt steunden het voorstel.  Daarmee is de wet die het nieuwe pensioenstelsel mogelijk maakt, een stap dichterbij. De wetsbehandeling in aanloop naar de stemming was ongebruikelijk. De Kamer sprak tientallen uren over de technisch zeer ingewikkelde wet. Dinsdag stemde de Kamer in met een aantal belangrijke aanpassingsvoorstellen. Kamerleden stemden donderdag dus hoofdelijk over een vertimmerde wet.  Het voorstel legt de basis voor een van de grootste sociale verbouwingen in de afgelopen tijd. Het pensioenvermogen (tussen de 1400 en 1500 miljard) gaat van een collectieve pot naar grotendeels individuele potjes. De overstap naar deze nieuwe manier van pensioen opbouwen kost mogelijk tientallen miljarden, en hoe het nieuwe stelsel precies uitpakt voor specifieke fondsen is nog niet helemaal duidelijk.  Wel is er overeenstemming dat het oude pensioenstelsel niet meer van deze tijd is. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. Hoewel er grotere risico's aan verbonden zitten, leidt het nieuwe stelsel volgens De Nederlandsche Bank in veel scenario's sneller tot een hoger pensioen.  Steun van partijen buiten de coalitie is belangrijk, omdat pensioenminister Carola Schouten de wet nu moet verdedigen in de Eerste Kamer. Daar hebben de coalitiepartijen geen meerderheid. Het kabinet hoopt de wet snel te kunnen behandelen in de senaat, omdat deze na de Eerste Kamerverkiezingen in mei van samenstelling zal veranderen. De vrees is dat de (midden-)partijen die de nieuwe wet steunen, zetels verliezen.  Invoering van de wet is al meerdere keren aangepast, maar is nu voorzien voor 1 juli 2023. Pensioenfondsen hebben dan tot 1 januari 2027 om over te stappen naar het nieuwe stelsel. ",cl_rm_5,"Na een lange discussie heeft de Tweede Kamer ingestemd met een nieuwe pensioenwet. De wet maakt een overgang naar individuele pensioenpotjes mogelijk. Nu is nog onduidelijk hoe deze overstap uitpakt, maar volgens De Nederlandsche Bank kan dit op termijn leiden tot hogere pensioenen. De Eerste Kamer moet de wet nog goedkeuren. Het kabinet hoopt dat snel te doen, omdat de Eerste Kamer na de verkiezingen mogelijk anders gaat stemmen. Pensioenfondsen krijgen tot 2027 de tijd om over te stappen naar het nieuwe stelsel.","[90, 85, 90, 90, 95]","[95, 85, 85, 95, 75]","[85, 80, 85, 85, 75]","[85, 73, 65, 75, 75]"
8,"De Tweede Kamer heeft zoals verwacht met een brede meerderheid gestemd voor een nieuwe pensioenwet. Op de laatste vergaderdag voor de winterstop stemden de coalitiepartijen voor, PvdA en GroenLinks besloten de wet het ""voordeel van de twijfel"" te geven, en ook SGP en Volt steunden het voorstel.  Daarmee is de wet die het nieuwe pensioenstelsel mogelijk maakt, een stap dichterbij. De wetsbehandeling in aanloop naar de stemming was ongebruikelijk. De Kamer sprak tientallen uren over de technisch zeer ingewikkelde wet. Dinsdag stemde de Kamer in met een aantal belangrijke aanpassingsvoorstellen. Kamerleden stemden donderdag dus hoofdelijk over een vertimmerde wet.  Het voorstel legt de basis voor een van de grootste sociale verbouwingen in de afgelopen tijd. Het pensioenvermogen (tussen de 1400 en 1500 miljard) gaat van een collectieve pot naar grotendeels individuele potjes. De overstap naar deze nieuwe manier van pensioen opbouwen kost mogelijk tientallen miljarden, en hoe het nieuwe stelsel precies uitpakt voor specifieke fondsen is nog niet helemaal duidelijk.  Wel is er overeenstemming dat het oude pensioenstelsel niet meer van deze tijd is. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. Hoewel er grotere risico's aan verbonden zitten, leidt het nieuwe stelsel volgens De Nederlandsche Bank in veel scenario's sneller tot een hoger pensioen.  Steun van partijen buiten de coalitie is belangrijk, omdat pensioenminister Carola Schouten de wet nu moet verdedigen in de Eerste Kamer. Daar hebben de coalitiepartijen geen meerderheid. Het kabinet hoopt de wet snel te kunnen behandelen in de senaat, omdat deze na de Eerste Kamerverkiezingen in mei van samenstelling zal veranderen. De vrees is dat de (midden-)partijen die de nieuwe wet steunen, zetels verliezen.  Invoering van de wet is al meerdere keren aangepast, maar is nu voorzien voor 1 juli 2023. Pensioenfondsen hebben dan tot 1 januari 2027 om over te stappen naar het nieuwe stelsel. ",cl_rm_6,"De Tweede Kamer heeft ingestemd met een nieuwe pensioenwet. De coalitie en enkele oppositiepartijen steunden het voorstel dat het pensioenstelsel flexibeler maakt. Het pensioenvermogen wordt individueler beheerd. De overstap  kost miljarden, maar volgens De Nederlandsche Bank leidt het nieuwe stelsel vaak tot hogere pensioenen. De Eerste Kamer moet nog instemmen. Het kabinet hoopt op snelle behandeling, want de samenstelling verandert in mei. Invoering staat gepland voor juli 2023. Pensioenfondsen hebben tot 2027 om over te stappen.","[95, 85, 95, 95, 95]","[60, 90, 87, 95, 70]","[90, 90, 90, 90, 70]","[85, 71, 60, 80, 80]"
8,"De Tweede Kamer heeft zoals verwacht met een brede meerderheid gestemd voor een nieuwe pensioenwet. Op de laatste vergaderdag voor de winterstop stemden de coalitiepartijen voor, PvdA en GroenLinks besloten de wet het ""voordeel van de twijfel"" te geven, en ook SGP en Volt steunden het voorstel.  Daarmee is de wet die het nieuwe pensioenstelsel mogelijk maakt, een stap dichterbij. De wetsbehandeling in aanloop naar de stemming was ongebruikelijk. De Kamer sprak tientallen uren over de technisch zeer ingewikkelde wet. Dinsdag stemde de Kamer in met een aantal belangrijke aanpassingsvoorstellen. Kamerleden stemden donderdag dus hoofdelijk over een vertimmerde wet.  Het voorstel legt de basis voor een van de grootste sociale verbouwingen in de afgelopen tijd. Het pensioenvermogen (tussen de 1400 en 1500 miljard) gaat van een collectieve pot naar grotendeels individuele potjes. De overstap naar deze nieuwe manier van pensioen opbouwen kost mogelijk tientallen miljarden, en hoe het nieuwe stelsel precies uitpakt voor specifieke fondsen is nog niet helemaal duidelijk.  Wel is er overeenstemming dat het oude pensioenstelsel niet meer van deze tijd is. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. Hoewel er grotere risico's aan verbonden zitten, leidt het nieuwe stelsel volgens De Nederlandsche Bank in veel scenario's sneller tot een hoger pensioen.  Steun van partijen buiten de coalitie is belangrijk, omdat pensioenminister Carola Schouten de wet nu moet verdedigen in de Eerste Kamer. Daar hebben de coalitiepartijen geen meerderheid. Het kabinet hoopt de wet snel te kunnen behandelen in de senaat, omdat deze na de Eerste Kamerverkiezingen in mei van samenstelling zal veranderen. De vrees is dat de (midden-)partijen die de nieuwe wet steunen, zetels verliezen.  Invoering van de wet is al meerdere keren aangepast, maar is nu voorzien voor 1 juli 2023. Pensioenfondsen hebben dan tot 1 januari 2027 om over te stappen naar het nieuwe stelsel. ",cl_rm_1,"De Tweede Kamer heeft donderdag met een grote meerderheid ingestemd met de nieuwe pensioenwet. De wet maakt een nieuw pensioenstelsel mogelijk waarbij pensioengeld van collectieve potten overgaat naar individuele potjes. Hoewel de overgang miljarden kost en de precieze gevolgen nog onduidelijk zijn, is overeengekomen dat het huidige stelsel verouderd is. Het nieuwe, flexibeler stelsel past beter bij de huidige arbeidsmarkt en leidt vaak tot hogere uitkeringen. De wet moet nu de Eerste Kamer passeren. Het kabinet hoopt op snelle behandeling, omdat de samenstelling van de Eerste Kamer na de verkiezingen in mei verandert. De invoering van de wet is al enkele keren uitgesteld maar staat nu gepland voor 1 juli 2023. Pensioenfondsen hebben tot 2027 om over te stappen.","[90, 85, 85, 95, 95]","[70, 75, 85, 75, 70]","[95, 80, 85, 85, 95]","[85, 67, 45, 80, 70]"
8,"De Tweede Kamer heeft zoals verwacht met een brede meerderheid gestemd voor een nieuwe pensioenwet. Op de laatste vergaderdag voor de winterstop stemden de coalitiepartijen voor, PvdA en GroenLinks besloten de wet het ""voordeel van de twijfel"" te geven, en ook SGP en Volt steunden het voorstel.  Daarmee is de wet die het nieuwe pensioenstelsel mogelijk maakt, een stap dichterbij. De wetsbehandeling in aanloop naar de stemming was ongebruikelijk. De Kamer sprak tientallen uren over de technisch zeer ingewikkelde wet. Dinsdag stemde de Kamer in met een aantal belangrijke aanpassingsvoorstellen. Kamerleden stemden donderdag dus hoofdelijk over een vertimmerde wet.  Het voorstel legt de basis voor een van de grootste sociale verbouwingen in de afgelopen tijd. Het pensioenvermogen (tussen de 1400 en 1500 miljard) gaat van een collectieve pot naar grotendeels individuele potjes. De overstap naar deze nieuwe manier van pensioen opbouwen kost mogelijk tientallen miljarden, en hoe het nieuwe stelsel precies uitpakt voor specifieke fondsen is nog niet helemaal duidelijk.  Wel is er overeenstemming dat het oude pensioenstelsel niet meer van deze tijd is. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. Hoewel er grotere risico's aan verbonden zitten, leidt het nieuwe stelsel volgens De Nederlandsche Bank in veel scenario's sneller tot een hoger pensioen.  Steun van partijen buiten de coalitie is belangrijk, omdat pensioenminister Carola Schouten de wet nu moet verdedigen in de Eerste Kamer. Daar hebben de coalitiepartijen geen meerderheid. Het kabinet hoopt de wet snel te kunnen behandelen in de senaat, omdat deze na de Eerste Kamerverkiezingen in mei van samenstelling zal veranderen. De vrees is dat de (midden-)partijen die de nieuwe wet steunen, zetels verliezen.  Invoering van de wet is al meerdere keren aangepast, maar is nu voorzien voor 1 juli 2023. Pensioenfondsen hebben dan tot 1 januari 2027 om over te stappen naar het nieuwe stelsel. ",cl_rm_3,De Tweede Kamer stemde in met het wetsvoorstel voor een nieuw pensioenstelsel. Het huidige stelsel is verouderd. Het nieuwe pensioenstelsel is flexibeler en sluit beter aan bij de huidige arbeidsmarkt. Wel brengt het nieuwe stelsel grotere risico’s met zich mee. De pensioenminister moet de wet nu verdedigen in de Eerste Kamer om deze goedgekeurd te krijgen voordat de samenstelling van de Eerste Kamer in mei verandert.,"[95, 80, 80, 85, 90]","[85, 67, 78, 85, 55]","[80, 70, 95, 75, 85]","[85, 62, 50, 70, 80]"
8,"De Tweede Kamer heeft zoals verwacht met een brede meerderheid gestemd voor een nieuwe pensioenwet. Op de laatste vergaderdag voor de winterstop stemden de coalitiepartijen voor, PvdA en GroenLinks besloten de wet het ""voordeel van de twijfel"" te geven, en ook SGP en Volt steunden het voorstel.  Daarmee is de wet die het nieuwe pensioenstelsel mogelijk maakt, een stap dichterbij. De wetsbehandeling in aanloop naar de stemming was ongebruikelijk. De Kamer sprak tientallen uren over de technisch zeer ingewikkelde wet. Dinsdag stemde de Kamer in met een aantal belangrijke aanpassingsvoorstellen. Kamerleden stemden donderdag dus hoofdelijk over een vertimmerde wet.  Het voorstel legt de basis voor een van de grootste sociale verbouwingen in de afgelopen tijd. Het pensioenvermogen (tussen de 1400 en 1500 miljard) gaat van een collectieve pot naar grotendeels individuele potjes. De overstap naar deze nieuwe manier van pensioen opbouwen kost mogelijk tientallen miljarden, en hoe het nieuwe stelsel precies uitpakt voor specifieke fondsen is nog niet helemaal duidelijk.  Wel is er overeenstemming dat het oude pensioenstelsel niet meer van deze tijd is. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. Hoewel er grotere risico's aan verbonden zitten, leidt het nieuwe stelsel volgens De Nederlandsche Bank in veel scenario's sneller tot een hoger pensioen.  Steun van partijen buiten de coalitie is belangrijk, omdat pensioenminister Carola Schouten de wet nu moet verdedigen in de Eerste Kamer. Daar hebben de coalitiepartijen geen meerderheid. Het kabinet hoopt de wet snel te kunnen behandelen in de senaat, omdat deze na de Eerste Kamerverkiezingen in mei van samenstelling zal veranderen. De vrees is dat de (midden-)partijen die de nieuwe wet steunen, zetels verliezen.  Invoering van de wet is al meerdere keren aangepast, maar is nu voorzien voor 1 juli 2023. Pensioenfondsen hebben dan tot 1 januari 2027 om over te stappen naar het nieuwe stelsel. ",cl_rm_4,"De Tweede Kamer heeft ingestemd met de nieuwe pensioenwet. De wet legt de basis voor een grote verandering van het pensioenstelsel. Het pensioenvermogen wordt verdeeld over individuele potjes in plaats van een collectieve pot. De overgang kost mogelijk miljarden en de precieze gevolgen zijn nog onduidelijk. Wel is duidelijk dat het huidige stelsel verouderd is. Het nieuwe, flexibele stelsel past beter bij de arbeidsmarkt en kan op termijn zorgen voor een hoger pensioen.","[95, 90, 90, 95, 95]","[90, 80, 82, 90, 65]","[90, 85, 90, 90, 80]","[80, 57, 55, 65, 70]"
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",cl_rm_4,"De FNV organiseert woensdag een protest in Utrecht voor betere arbeidsvoorwaarden voor gemeentepersoneel. De bond eist 12% loonsverhoging, maar kreeg slechts 5% aangeboden voor 2023 en 3% voor 2024. Naast de manifestatie wordt op verschillende plekken gestaakt. Zo leggen Rotterdamse reinigingswerkers vanaf morgen voor 6 dagen het werk neer. Eerder staakten Utrechtse en Groningse reinigingsdiensten al.","[90, 85, 90, 90, 90]","[55, 73, 55, 70, 88]","[80, 80, 84, 60, 70]","[80, 60, 78, 70, 80]"
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",cl_rm_6,"De FNV organiseert woensdag een manifestatie in Utrecht voor betere arbeidsvoorwaarden voor gemeentepersoneel. De cao-onderhandelingen met de VNG zijn mislukt. De vakbond eist 12 procent loonsverhoging, de werkgevers bieden 8 procent in 2 jaar. Naast de actie in Utrecht wordt er gestaakt en vuilnis niet opgehaald.","[95, 85, 90, 90, 90]","[65, 82, 65, 70, 85]","[80, 65, 85, 45, 85]","[70, 55, 72, 75, 85]"
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",cl_rm_5,"De  FNV organiseert woensdag een landelijke betoging in Utrecht voor betere arbeidsvoorwaarden in de gemeenten. Het overleg met de gemeentekoepel VNG is mislukt. Demonstranten eisen 12 procent meer salaris, de VNG biedt 8 procent in twee jaar. Naast de manifestatie zijn er stakingen. Maandag demonstreerde de FNV in Den Haag, gevolgd door een staking van drie dagen van vuilnisophalers. Woensdag staken Rotterdamse vuilnisophalers zes dagen. Eerder staakten Utrechtse vuilnisophalers, met bergen afval tot gevolg. Ook in Emmen, de Betuwe en Groningen werd gestaakt.","[95, 90, 95, 95, 90]","[70, 85, 75, 80, 95]","[70, 70, 50, 50, 95]","[50, 50, 65, 65, 70]"
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",cl_rm_3,"Vakbond  FNV houdt woensdag een protestactie in Utrecht voor betere arbeidsvoorwaarden voor gemeenteambtenaren. De onderhandelingen zijn mislukt. De bond eist 12 procent loonsverhoging, terwijl de gemeenten 5 procent bieden. Naast de demonstratie wordt ook gestaakt. Zo leggen Rotterdamse reinigingswerkers het werk neer en werd eerder in Utrecht en Emmen geen afval opgehaald.","[85, 80, 90, 90, 90]","[45, 75, 55, 65, 70]","[75, 85, 82, 65, 80]","[60, 60, 80, 70, 80]"
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",cl_rm_2,"De vakbond FNV organiseert woensdag een manifestatie in Utrecht voor betere arbeidsvoorwaarden van gemeenteambtenaren. De onderhandelingen met gemeenten zijn mislukt. De vakbond eist 12% loonsverhoging, maar kreeg slechts 5% aangeboden voor 2023 en 3% voor 2024. Naast de manifestatie wordt er gestaakt door onder andere reinigingsdiensten in verschillende steden. Zo legden reinigingsmedewerkers in Rotterdam en Utrecht het werk neer, wat leidde tot vuilnisbergen die ze zelf opruimden. Ook in Emmen,  Betuwe en Groningen staakten ambtenaren.","[100, 85, 95, 90, 90]","[50, 78, 70, 75, 90]","[85, 90, 85, 70, 90]","[65, 70, 85, 65, 85]"
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",cl_rm_1,"Vakbond FNV houdt woensdag een grote manifestatie in Utrecht voor betere arbeidsvoorwaarden voor gemeentepersoneel. Het overleg is vastgelopen.  Met name reinigingspersoneel en handhavers eisen 12% meer loon. Een aanbod van 8% in twee jaar werd afgewezen. Naast de manifestatie wordt gestaakt in veel plaatsen. Eerder legden reinigingsdiensten al het werk neer, wat tot vuilnisbergen leidde.","[100, 80, 95, 85, 90]","[35, 80, 65, 70, 80]","[65, 95, 82, 80, 50]","[70, 65, 70, 75, 75]"
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",cl_rm_7,"De vakbond FNV houdt woensdag een protestactie in Utrecht voor een beter salaris in de gemeentelijke sector. Het overleg over een nieuwe cao is mislukt. De bond eist 12 procent meer loon voor onder andere vuilnismannen en handhavers, maar kreeg tot nu toe slechts 8 procent aangeboden in 2023-2024. Behalve de manifestatie wordt er op diverse plekken gestaakt. Zo leggen Rotterdamse en Utrechtse vuilnismannen het werk neer en bleven de milieustraten in de Betuwe dicht.","[90, 90, 95, 90, 90]","[75, 80, 70, 75, 92]","[90, 60, 90, 40, 90]","[75, 70, 80, 80, 90]"
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",cl_rm_g," Straks begint in Utrecht een landelijke manifestatie van vakbond FNV. Die wil een betere cao voor gemeentepersoneel. Al een tijd zijn er verschillende stakingen, onder meer van vuilnislieden en boa's. Zij willen een loonsverhoging van 12 procent maar de gemeenten gaan niet verder dan 5 procent dit jaar en nog eens 3 in 2024.  ","[70, 85, 90, 85, 90]","[85, 70, 50, 60, 75]","[95, 40, 80, 35, 60]","[90, 85, 90, 90, 95]"
